1.2266666666666666 5.9626666666666654
0.5866666666666669 5.642666666666665
0.09600000000000009 5.322666666666665
-0.47999999999999954 4.895999999999999
-1.1626666666666665 4.469333333333332
-1.6959999999999997 4.0426666666666655
-2.464 3.4453333333333322
-3.0613333333333332 2.783999999999999
-3.3813333333333335 2.165333333333332
-3.6373333333333333 1.6533333333333324
-3.7439999999999998 0.927999999999999
-3.7226666666666666 0.3733333333333331
-3.488 -0.24533333333333385
-3.168 -0.9066666666666663
-2.6986666666666665 -1.5893333333333324
-2.4 -2.101333333333333
-1.952 -2.4426666666666677
-1.4186666666666667 -2.890666666666668
-0.7999999999999998 -3.168000000000001
-0.11733333333333285 -3.296000000000001
0.5866666666666669 -3.4240000000000013
1.3760000000000003 -3.317333333333334
2.08 -3.0826666666666664
2.8693333333333335 -2.6773333333333333
3.1466666666666665 -2.2506666666666675
2.8906666666666663 -1.6319999999999997
2.5493333333333332 -1.1626666666666665
2.7413333333333334 -0.7360000000000007
2.9973333333333336 -0.03200000000000003
3.0826666666666664 0.47999999999999954
3.0186666666666664 0.9706666666666663
2.698666666666666 1.5679999999999987
2.4000000000000004 1.8453333333333326
2.016 2.2079999999999993
1.5040000000000004 2.3999999999999986
0.9493333333333336 2.3999999999999986
0.5440000000000005 2.1866666666666656
0.3093333333333339 2.101333333333332
-0.07466666666666644 2.015999999999999
-0.3306666666666658 2.229333333333332
-0.5440000000000005 2.6133333333333324
-0.6079999999999997 2.911999999999999
-0.43733333333333313 3.2959999999999994
-0.309333333333333 3.6373333333333324
0.07466666666666733 4.106666666666666
0.4800000000000004 4.383999999999999
0.9493333333333336 4.789333333333332
1.3120000000000003 5.045333333333332
